texto,categoria_general,intent_1,intent_2,intent_3,intent_4
"bien, de acuerdo ¿has tenido un dolor así antes, o alguna vez?",sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿has tenido alguna vez un dolor así?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿alguna vez te has hecho un esguince en esta articulación?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
derecho ¿has tenido alguna vez el mismo dolor? ¿has estado enfermo y te ha hecho lo mismo?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿has estado alguna vez enfermo?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
ha tenido alguna vez un traumatismo abdominal que haya requerido hospitalización,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
ha tenido alguna vez un traumatismo abdominal que haya requerido hospitalización,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿Le ha ocurrido alguna vez este dolor?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿ha sufrido alguna vez de nerviosismo extremo,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿Has tenido alguna vez un dolor como este?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿alguna vez te has hecho un esguince en esta articulación?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿ha sido usted hipertenso?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿ha tenido alguna vez problemas de corazón?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
"y este dolor, ¿lo has experimentado antes?",sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿Has tenido alguna vez un dolor así?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
cierto y ¿has tenido alguna vez un dolor así? ¿sabes?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿Tiene antecedentes de úlceras?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿ha tenido alguna vez dolor en el pecho?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
cierto y ¿alguna vez tuviste la piel amarilla? o la conjuntiva de los ojos? ¿alguna vez lo notaste?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿tiene usted antecedentes de enfermedad renal?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
¿ha tenido alguna vez un problema de corazón?,sintoma,paciente,antecedentes,si_o_no,sintoma_paciente_antecedentes_si_o_no
"inicialmente, el dolor, apareció de repente?",sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿En qué momento de su embarazo tuvo un aborto espontáneo?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
cuando se tiene dolor en la boca,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
cuando tienes alucinaciones,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿el dolor apareció después de hacer algo especial?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
en qué circunstancias se producen sus alucinaciones,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
cuando aparecen estos síntomas,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿existen circunstancias en las que la erección es normal?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿En qué ocasiones se produce la falta de aire?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿Sucedió de forma repentina o gradual?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿le sangran las encías al cepillarse los dientes o espontáneamente?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
cuando se tiene un olor vaginal anormal,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿has notado algo que acompañe al dolor de pezones,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿tiene dolor sólo en ciertas posiciones?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
cuando se sufre de esta picazón,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
qué posición provoca su descarga,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
esta condición apareció de repente o gradualmente,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿cuándo has tenido dolor de uñas?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿cuándo ha tenido molestias en los ojos?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿cuándo has tenido una sensación de hormigueo en la boca?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿existen períodos específicos de amnesia,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿se produce este flujo en un momento determinado del ciclo?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿Cuándo aparecen los herpes labiales?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
la debilidad aparece sólo después de una actividad o ejercicio intenso,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
en qué circunstancias se producen sus alucinaciones,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿existen circunstancias en las que la erección es normal?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
"Me han dicho que has tenido dolor abdominal, ¿puedes explicarme cómo empezó?",sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿Los granos parecen ampollas cuando aparecen?,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
cuando te duele el estómago,sintoma,paciente,aparicion,describir,sintoma_paciente_aparicion_describir
¿se despierta por la noche por dolores en el pecho?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se despierta por la noche a causa de su dolor?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿mira fijamente durante un ataque?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿has notado sangre en el papel cuando te limpias?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se producen los dolores en reposo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿siente molestias al mover los ojos hacia arriba y hacia abajo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿le pesan más los brazos o están más hinchados durante su periodo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se te cayó la baba durante el ataque,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿le duelen los oídos cuando tiene dolor de garganta?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Siente ardor al orinar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Ha notado alguna hemorragia después de las relaciones sexuales?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿hay un sonido de chirrido cuando se moviliza la articulación?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
el dolor comenzó de repente,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿le molesta el dolor por la noche?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se producen escupitajos en determinadas estaciones?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿le falta el aire al acostarse?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene calambres en los miembros inferiores en reposo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿duele mover la lengua al hablar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se ve afectado el apetito al orinar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
la sensación de ahogo le despierta por la noche,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
"durante el día, ¿tiene un impulso incontrolable",sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Vomita mucho después de comer?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se despierta por la noche a causa de su dolor?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tenías zumbidos en los oídos justo antes de acostarte?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿te duele la cabeza cuando estás tenso?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
tose por la noche,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
tiene sueño durante el día,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene usted dolor por la noche?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿siente ardor al orinar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿ha orinado en la cama cuando duerme?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene usted dificultad para respirar cuando no se esfuerza?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se producen distonías cuando se está molesto?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿le sangran las encías cuando se las cepilla?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
"cuando se moviliza esta articulación, ¿chirría?",sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
fue la aparición de la gota repentina,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿siente que le falta el aire cuando tose?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tienes sensación de ardor durante el sexo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
"Empezó mientras estabas viendo la televisión, ¿verdad?",sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se siente mareado cuando gira la cabeza?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene dolor cuando defeca?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tienes ardor después de comer?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se producen úlceras en la boca después de comer queso?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿pasó esto durante su período,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tienes dolor durante el sexo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tienes un dolor hipogástrico similar cuando estás excitado?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Se puede retener la orina al toser?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿le resulta difícil mover la lengua cuando habla?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene sensación de ardor al levantarse por la mañana?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿apretó los dientes durante el ataque,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿las aftas aparecen después de comer frutos secos?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿apretó los dientes durante el ataque,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene dolor cuando carga el peso de su cuerpo sobre la rodilla?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
te quedas sin aliento en reposo,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
le duele el diente al masticar,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se producen úlceras en la boca después de comer comida picante?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se siente usted apretado en su ropa?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se ponen los brazos de color rojo oscuro al colgarlos?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿ha tenido alguna vez un flujo purulento al orinar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
le falta el aire después del ejercicio,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
sudó anoche,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿le sangran las encías cuando se las cepilla?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene dolor en la bursa cuando tiene una erección?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Tuvo esta pérdida de conocimiento durante un ataque de tos?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
es tu respiración ruidosa cuando inhalas,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Le falta el aire cuando está sentado?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿has tenido alguna vez náuseas después del procedimiento?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿duele al mover la articulación?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene dificultad para respirar cuando hace un esfuerzo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene insomnio transitorio durante el coito?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene una sensación de hormigueo o ardor al orinar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Pierde pequeñas cantidades de orina cuando se ríe o levanta algo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene dolor después de orinar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tuvo una sensación de chasquido o desgarro cuando se torció la rodilla,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿el dolor se produce justo después de comer?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿este dolor facial se desencadena siempre al tocar la misma zona?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene cólicos cuando está de pie durante mucho tiempo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tienes acidez cuando te agachas?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se produjo el ataque después de un periodo de hiperventilación?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene usted ardor al orinar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿te pones azul cuando te esfuerzas?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene sensación de ardor al acostarse?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se produce la descarga en determinadas estaciones?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
le falta el aire al caminar,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿el dolor pasó por la noche?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se ponen las piernas de color rojo oscuro cuando están colgadas?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se queda sin aliento cuando es una asociación?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿sufre mucho por la noche?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se siente mareado después de un cambio repentino de posición?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿siente falta de aire durante el esfuerzo físico?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene sensación de ardor al acostarse?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tienes dolor durante el sexo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿todavía te cuesta respirar o es sólo con el esfuerzo?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Roncas mientras duermes?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿se producen úlceras en la boca después de comer frutos secos?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿tiene usted dolor cuando presiona,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Le duele el diente al masticar?,sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
"cuando te duele la cabeza, ¿tienes ganas de vomitar?",sintoma,paciente,aparicion,si_o_no,sintoma_paciente_aparicion_si_o_no
¿Te duele menos cuando te agachas?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay posiciones que alivien el dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay una posición en la que se alivia?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿se ha lesionado alguna vez el oído?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿El dolor se alivia o empeora con el ejercicio?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay posiciones que alivien el dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay algo que se pueda hacer para detener el temblor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
algo mejora la erupción,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿Cómo evoluciona el dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿es mejor o peor cuando te levantas por la mañana?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
"De acuerdo y entonces, aparte de la doliprana, ¿hay alguna posición que te alivie? o algún movimiento que empeore el dolor?",sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿pierde menos sangre o la pierde de la misma manera que antes?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay algo que calme este dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay algo que empeore estos síntomas?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay algún factor que te haga sentir mejor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
"e inclinarse hacia adelante por ejemplo, ¿te alivia? ¿hay alguna posición que te alivie?",sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
algo mejora la enfermedad del oído,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay posiciones que alivien el dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay alguna posición que calme el dolor o no?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay algo que calme el dolor,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿mantiene la articulación en una posición determinada para minimizar el dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay algo que alivie el dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿hay algo que alivie este dolor?,sintoma,paciente,cambio,describir,sintoma_paciente_cambio_describir
¿se agravan los síntomas al acostarse de espaldas?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
el esfuerzo empeora el dolor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
le da alivio si se agacha,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
el dolor aumenta con la inspiración,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
el clima frío aumenta estos síntomas,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿El dolor se agrava con el movimiento de la muñeca y los dedos?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
es la acidez estomacal exacerbada por los alimentos fríos,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿Qué hace que este dolor empeore?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿afecta el humo del cigarrillo a sus síntomas?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿persiste la diplopía si se cubren los dos ojos?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el dolor empeora al levantar algo pesado?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
se alivia el dolor en la posición prona,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿los dolores de cabeza empeoran al sentarse?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
hace que el descanso alivie este dolor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿respira más fácilmente con la boca abierta?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
el dolor mejora con la defecación,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿una compresa fría aplicada en la frente alivia el dolor?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el acostarse alivia el dolor?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿las comidas picantes empeoran el dolor?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el dolor es más fuerte cuando se respira profundamente?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
Las piernas colgantes alivian el dolor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el café o el té empeoran el dolor?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
el dolor se alivia con el ejercicio ligero,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
las molestias empeoran el dolor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el dolor empeora cuando se hace un esfuerzo físico después de una comida abundante?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
la leche hace desaparecer la sensación de ardor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿y cuando te mueves te duele más?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿La hinchazón disminuye al acostarse?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
y después de la doliprana ¿el dolor disminuyó?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
la inspiración empeora su dolor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
la secreción de la fístula aumenta con la comida picante,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el dolor desaparece al agacharse?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
comer alimentos líquidos reduce este dolor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿la falta de sueño afecta a la salud?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
la dispepsia se ve afectada por la alimentación,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
el aire acondicionado empeora estos síntomas,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
se alivia el dolor después de la defecación,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿El dolor se agrava con el movimiento de la muñeca y los dedos?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
de acuerdo ¿se incrementaba cuando inspirabas muy fuerte? ¿te cortaba la respiración?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
su dolor anorrectal aumenta,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
se alivia el dolor después de la defecación,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
el dolor mejora con la defecación,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿desaparece esta rigidez con la actividad física?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
su dolor empeora al caminar,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
toser o estornudar empeora el dolor,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
empeora con la lluvia,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el dolor desaparece al levantar los brazos?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
es el dolor afectado por la alimentación o la defecación,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
es peor cuando te levantas por la mañana,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
¿el contacto con perros y gatos afecta a los sofocos?,sintoma,paciente,cambio,si_o_no,sintoma_paciente_cambio_si_o_no
cuántos escalones puedes subir sin agotarte,sintoma,paciente,capacidad,describir,sintoma_paciente_capacidad_describir
¿cuál es el máximo esfuerzo que puede realizar antes de tener dificultades para respirar?,sintoma,paciente,capacidad,describir,sintoma_paciente_capacidad_describir
¿cuál es el máximo esfuerzo que es capaz de realizar antes de tener dificultades para respirar?,sintoma,paciente,capacidad,describir,sintoma_paciente_capacidad_describir
¿Cuántas veces defeca al día?,sintoma,paciente,capacidad,describir,sintoma_paciente_capacidad_describir
¿Cuántos escalones puedes subir sin quedarte sin aliento?,sintoma,paciente,capacidad,describir,sintoma_paciente_capacidad_describir
cuántos escalones puedes subir sin cansarte,sintoma,paciente,capacidad,describir,sintoma_paciente_capacidad_describir
¿puede flexionar la mano sobre la muñeca lo máximo posible?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
puede relajar las piernas,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
es capaz de retener la orina,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede agacharse y cruzar las piernas delante de usted lo máximo posible?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede arreglárselas solo?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
se puede comer,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede alejar los brazos del cuerpo?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿es usted capaz de estar sentado durante mucho tiempo sin necesidad de dormir?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
puede estirar las piernas delante de usted,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
es capaz de abrir su tracto genito-urinario,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede flexionar la mano sobre la muñeca lo máximo posible?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
puede masticar su comida,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
